,CODE,NAME OF STOCK,CUR,"PRV,CLO/",ASK/,HIGH/,SHARES TRADED/
,,,,CLOSING,BID,LOW,TURNOVER ($)
,12364,SG-HSBC@EC1903D,HKD,"0,072","0,065","0,072",576000
,,,,"0,063","0,063","0,063",40112
,12366,SGTENCT@EP1903H,HKD,"0,15","0,136","0,16",73270000
,,,,"0,135","0,135","0,135",11048290
,12367,GSTENCT@EC1902N,HKD,"0,059","0,06","0,059",18270000
,,,,"0,059","0,058","0,047",934510
,12368,GSPINAN@EC1901F,HKD,"0,025","0,026","0,026",590000
,,,,"0,024","0,024","0,024",14975
,12369,HTWANWA@EC1812A,HKD,"0,013",-,-,-
,,,,"0,013",-,-,-
,12372,GSPINAN@EC1901G,HKD,"0,019","0,017",-,-
,,,,"0,017","0,015",-,-
,12373,GS-CMOB@EC1902B,HKD,"0,063","0,069","0,067",14950000
,,,,"0,067","0,067","0,056",899085
,12374,GSCNOOC@EP1909C,HKD,"0,164","0,156","0,167",44450000
,,,,"0,155","0,155","0,155",7173750
,12378,HT-CKH @EC1904A,HKD,"0,151","0,147","0,15",2380000
,,,,"0,145","0,144","0,143",349880
,12380,HTWANWA@EC1904A,HKD,"0,246","0,244","0,25",8280000
,,,,"0,242","0,242","0,236",1988130
,12381,HTLININ@EC1903B,HKD,"0,065","0,072",-,-
,,,,"0,07","0,07",-,-
,12383,HT-CSPC@EC1904A,HKD,"0,172","0,186",-,-
,,,,"0,184","0,183",-,-
,12385,HT-SHEC@EC1904A,HKD,"0,236","0,255","0,242",640000
,,,,"0,246","0,246","0,234",151440
,12386,HTCRPHA@EC1904A,HKD,"0,131","0,143",-,-
,,,,"0,14","0,14",-,-
,12399,HT-ZAOL@EC1905A,HKD,"0,355","0,375","0,375",1506000
,,,,"0,37","0,365","0,34",538160
,12405,HT-YZCM@EC1812C,HKD,"0,029",-,-,-
,,,,"0,029",-,-,-
,12406,HT-YOFC@EC1904A,HKD,"0,295","0,315","0,32",1830000
,,,,"0,305","0,31","0,29",572900
,12411,CS-BOCL@EP1904B,HKD,"0,068","0,072","0,077",256000
,,,,"0,072","0,07","0,069",18982
,12414,BI-HSI @EP1903B,HKD,"0,121","0,118",-,-
,,,,"0,117","0,114",-,-
,12415,HSMTUAN@EC1904A,HKD,"0,31","0,26","0,275",3269000
,,,,"0,255","0,255","0,255",861905
,12421,HT-GEG @EP1905A,HKD,"0,365","0,37","0,39",18020000
,,,,"0,37","0,365","0,355",6921150
,12425,HT-BYD @EP1905B,HKD,"0,425","0,41","0,43",405000
,,,,"0,405","0,405","0,405",167825
,12432,HT-SUNY@EP1912A,HKD,"0,21","0,217","0,211",2400000
,,,,"0,215","0,215","0,204",497740
,12434,HT-SUNY@EC1904A,HKD,"0,76","0,71",-,-
,,,,"0,71","0,69",-,-
,12442,HS-PICC@EC1903A,HKD,"0,018","0,02",-,-
,,,,"0,018","0,018",-,-
,12449,VTPETCH@EC1903C,HKD,"0,052","0,048",-,-
,,,,"0,048","0,045",-,-
,12450,VTPETCH@EP1904A,HKD,"0,59","0,61",-,-
,,,,"0,59","0,58",-,-
,12464,MBFOPHA@EC1902A,HKD,"0,02",-,-,-
,,,,"0,02",-,-,-
,12467,VTCNOOC@EC1912A,HKD,"0,171","0,179",-,-
,,,,"0,177","0,177",-,-
,12468,CSPINAN@EP1901H,HKD,"0,215","0,201","0,214",580000
,,,,"0,197","0,198","0,195",116230
,12469,CSPINAN@EP1903E,HKD,"0,145","0,156","0,164",3855000
,,,,"0,153","0,154","0,146",595190
,12470,MB-KBLH@EC1903A,HKD,"0,02",-,-,-
,,,,"0,02",-,-,-
,12471,CS-AGBK@EC1903B,HKD,"0,052","0,051",-,-
,,,,"0,051","0,049",-,-
,12477,CS-CMOB@EC1902B,HKD,"0,088","0,094","0,092",150000
,,,,"0,092","0,091","0,079",12225
,12480,GS-HTSC@EC1812B,HKD,"0,015",-,-,-
,,,,"0,015",-,-,-
,12481,BPTENCT@EC1904D,HKD,"0,024","0,025","0,024",1500000
,,,,"0,024","0,024","0,022",34800
,12482,BP-HSBC@EC1812A,HKD,TRADING,SUSPENDED,,
,12483,BP-HSBC@EC1902A,HKD,"0,018",-,-,-
,,,,"0,018",-,-,-
,12484,BP-HKEX@EC1904C,HKD,"0,05","0,055","0,053",23820000
,,,,"0,054","0,054","0,046",1165100
,12485,CSBYDEI@EC1903A,HKD,"0,115","0,111","0,123",2220000
,,,,"0,109","0,109","0,102",239305
,12486,CS-CPIC@EC1905A,HKD,"0,127","0,127","0,127",772000
,,,,"0,126","0,125","0,12",95936
,12487,BP-BOCL@EC1902A,HKD,"0,02",-,-,-
,,,,"0,02",-,-,-
,12489,CS-ZAOL@EC1904A,HKD,"0,24","0,255","0,29",9972000
,,,,"0,255","0,25","0,217",2483909
,12491,MBXJGST@EC1905A,HKD,"0,019",-,-,-
,,,,"0,019",-,-,-
,12492,JPPETCH@EC1904A,HKD,"0,083","0,08","0,075",20000
,,,,"0,075","0,075","0,075",1500
,12493,MBPICCG@EC1901A,HKD,"0,03","0,03",-,-
,,,,"0,03",-,-,-
,12495,MBSANDS@EC1812A,HKD,TRADING,SUSPENDED,,
,12496,MBSANDS@EP1901A,HKD,"0,335",-,-,-
,,,,"0,335","0,246",-,-
,12498,JPCLIFE@EP1912B,HKD,"0,123","0,125","0,129",2180000
,,,,"0,125","0,124","0,122",272610
,12500,SG-HSI @EP1903G,HKD,"0,115","0,11","0,114",150000
,,,,"0,11","0,109","0,111",16800
,12503,UB-BEA @EC1907A,HKD,"0,044","0,046",-,-
,,,,"0,044","0,042",-,-
,12505,UBPETCH@EC1901A,HKD,"0,059","0,053","0,052",712000
,,,,"0,05","0,049","0,048",35364
,12513,UBCP&CC@EC1903A,HKD,"0,056","0,055",-,-
,,,,"0,055","0,05",-,-
,12514,UBPINAN@EC1908A,HKD,"0,265","0,28",-,-
,,,,"0,265","0,27",-,-
,12515,UBPINAN@EC1903A,HKD,"0,27","0,265","0,26",160375000
,,,,"0,25","0,25","0,25",40895625
,12523,UBCNOOC@EC1903B,HKD,"0,145","0,156","0,146",410000
,,,,"0,146","0,145","0,142",58260
,12525,UB-CKH @EC1902B,HKD,"0,03","0,033",-,10000
,,,,"0,03","0,03",-,310
,12528,UBSANDS@EC1902B,HKD,"0,154","0,148","0,175",700000
,,,,"0,145","0,144","0,145",118300
,12531,GSCNOOC@EC1903A,HKD,"0,146","0,171","0,164",2900000
,,,,"0,168","0,168","0,155",463875
,12532,GSPINAN@EC1901H,HKD,"0,015","0,011",-,-
,,,,"0,011","0,01",-,-
,12536,GSPINAN@EP1901I,HKD,"0,175","0,156","0,175",23920000
,,,,"0,153","0,153","0,15",3830080
,12537,GS-HSBC@EC1903D,HKD,"0,059","0,06","0,065",1616000
,,,,"0,059","0,059","0,059",99956
,12540,JP-HSI @EC1812B,HKD,"0,011","0,011",-,-
,,,,"0,011",-,-,-
,12546,GSCLIFE@EC1908A,HKD,"0,082","0,077","0,082",5160000
,,,,"0,076","0,076","0,074",397090
,12547,BIMTUAN@EC1903D,HKD,"0,415","0,355","0,40",33068400
,,,,"0,35","0,34","0,345",11546252
,12549,GS-YZCM@EC1812A,HKD,"0,01","0,01",-,-
,,,,"0,01",-,-,-
,12550,BIMTUAN@EC1903E,HKD,"0,275","0,239","0,219",30000
,,,,"0,234","0,233","0,219",6570
,12551,BI-SBPH@EC1906A,HKD,"0,115","0,117",-,-
,,,,"0,115","0,111",-,-
,12559,VTHSCEI@EC1812A,HKD,"0,014",-,-,-
,,,,"0,014",-,-,-
,12561,VTHSCEI@EP1812B,HKD,"0,12","0,115",-,-
,,,,"0,115","0,113",-,-
,12562,MBCINDA@EC1903A,HKD,"0,019",-,-,-
,,,,"0,019",-,-,-
,12563,MB-GAC @EP1902A,HKD,"0,47","0,475",-,-
,,,,"0,47","0,45",-,-
,12565,BP-CMOB@EC1907B,HKD,"0,15","0,156","0,155",37970000
,,,,"0,155","0,155","0,141",5514590
,12566,MBNTRAG@EC1906A,HKD,"0,198","0,21","0,213",11880000
,,,,"0,208","0,208","0,197",2480600
,12567,BP-CMOB@EC1905B,HKD,"0,133","0,141","0,139",24760000
,,,,"0,139","0,139","0,124",3199280
,12568,BPCNOOC@EC2004A,HKD,"0,15","0,155",-,-
,,,,"0,153","0,153",-,-
,12569,BP-BYD @EC1906A,HKD,"0,465","0,50","0,52",4375000
,,,,"0,50","0,485","0,47",2217550
,12570,MBAGILE@EC1904A,HKD,"0,02","0,02",-,-
,,,,"0,02",-,-,-
,12577,BPCCCCL@EC1906A,HKD,"0,34","0,35",-,-
,,,,"0,34","0,33",-,-
,12579,BITENCT@EP1901A,HKD,"0,244","0,238","0,255",1240000
,,,,"0,238","0,229","0,255",316200
,12584,MB-SJM @EC2101A,HKD,"0,245","0,243","0,245",4830000
,,,,"0,241","0,241","0,236",1153490
,12587,MBBOCOM@EP1905A,HKD,"0,134","0,132","0,134",1946000
,,,,"0,129","0,127","0,129",258820
,12590,BI-CMOB@EC1812A,HKD,"0,01","0,01",-,-
,,,,"0,01",-,-,-
,12592,HT-HSI @EC1904B,HKD,"0,13","0,131","0,129",457720000
,,,,"0,13","0,13","0,121",57234740
,12593,HT-HSI @EC1902F,HKD,"0,088","0,09","0,088",1031860000
,,,,"0,089","0,089","0,081",83746270
,12594,HT-HSI @EP1903F,HKD,"0,131","0,129",-,-
,,,,"0,128","0,127",-,-
,12614,UBPINAN@EC2006A,HKD,"0,087","0,09","0,089",800000
,,,,"0,088","0,089","0,088",70800
,12619,UB-HSBC@EC1901B,HKD,"0,049","0,048",-,-
,,,,"0,048","0,045",-,-
,12621,UB-NWD @EC1912A,HKD,"0,104","0,107",-,-
,,,,"0,104","0,105",-,-
,12624,JP-GEG @EP1901E,HKD,"0,194","0,179","0,21",7640000
,,,,"0,181","0,176","0,162",1448270
,12626,BPPINAN@EP1902C,HKD,"0,06","0,051","0,054",300000
,,,,"0,051","0,049","0,052",15900
,12627,SGAMCS3@EC1905A,HKD,"0,077","0,079",-,-
,,,,"0,077","0,077",-,-
,12629,SG-AIA @EC1903C,HKD,"0,104","0,105","0,105",2020000
,,,,"0,104","0,104","0,093",206636
,12630,JPTENCT@EP1812A,HKD,"0,204","0,183","0,222",4460000
,,,,"0,183","0,18","0,183",891420
,12633,SGCNOOC@EP1904B,HKD,"0,72","0,66","0,72",516000
,,,,"0,66","0,65","0,68",366660
,12637,SGPINAN@EC1903B,HKD,"0,144","0,14","0,148",48145000
,,,,"0,14","0,138","0,128",6549475
,12640,HT-CRL @EC1904A,HKD,"0,395","0,38","0,375",17320000
,,,,"0,37","0,37","0,355",6276900
,12641,HTPICCG@EC1905A,HKD,"0,233","0,24","0,238",1400000
,,,,"0,239","0,237","0,227",324300
,12643,HT-KECL@EC1902A,HKD,"0,465","0,64","0,63",2558000
,,,,"0,63","0,62","0,57",1556320
,12644,GSCSA50@EC1906B,HKD,"0,016","0,016",-,-
,,,,"0,016","0,015",-,-
,12647,HTPINAN@EC1904D,HKD,"0,31","0,29","0,305",502135000
,,,,"0,285","0,285","0,275",150334000
,12648,HTPINAN@EP1904E,HKD,"0,35","0,345",-,-
,,,,"0,345","0,34",-,-
,12650,HTCLIFE@EP1912B,HKD,"0,116","0,123","0,126",36250000
,,,,"0,122","0,122","0,118",4322320
,12655,CSCLIFE@EP1912A,HKD,"0,122","0,127",-,-
,,,,"0,125","0,125",-,-
,12659,JP-CLPG@EC1905A,HKD,"0,031","0,031",-,-
,,,,"0,031","0,03",-,-
,12671,CS-NCI @EC1904A,HKD,"0,23","0,241","0,239",1354000
,,,,"0,238","0,239","0,222",313959
,12673,CSPICCG@EC1902A,HKD,"0,136","0,143","0,135",342000
,,,,"0,13","0,13","0,13",44736
,12674,CSGDINV@EC1905A,HKD,"0,265","0,255","0,26",338000
,,,,"0,255","0,249","0,255",86340
,12675,CSCSA50@EC1902A,HKD,"0,095","0,101",-,-
,,,,"0,096","0,096",-,-
,12677,CSFTA50@EC1902A,HKD,"0,10","0,106",-,-
,,,,"0,101","0,101",-,-
,12678,HTCSAIR@EC1812A,HKD,"0,01",-,-,-
,,,,"0,01",-,-,-
,12680,GS-ICBC@EC1902A,HKD,"0,196","0,209","0,219",19544000
,,,,"0,206","0,206","0,194",4058068
,12681,GS-HSBC@EC1903E,HKD,"0,053","0,05","0,053",26028000
,,,,"0,049","0,049","0,048",1320796
,12683,GS-CRCC@EC1904A,HKD,"0,425","0,475",-,-
,,,,"0,445","0,445",-,-
,12684,GSPETCH@EC1901B,HKD,"0,053","0,045","0,046",6016000
,,,,"0,045","0,044","0,042",263010
,12690,GS-HSI @EC1903C,HKD,"0,075","0,072","0,071",1260000
,,,,"0,071","0,071","0,066",86910
,12691,HS-HSI @EP1903E,HKD,"0,108","0,105","0,112",216720000
,,,,"0,104","0,104","0,104",23561990
,12695,HS-CMOB@EC1906A,HKD,"0,20","0,221","0,22",1550000
,,,,"0,22","0,219","0,203",323235
,12696,HS-HSI @EP1902H,HKD,"0,195","0,188",-,-
,,,,"0,187","0,186",-,-
,12698,HSCNOOC@EC1911A,HKD,"0,087","0,09","0,089",9840000
,,,,"0,089","0,089","0,085",846630
,12701,HS-AIA @EC1904A,HKD,"0,097","0,105","0,106",2368000
,,,,"0,105","0,104","0,085",228720
,12702,GS-HKEX@EC1812C,HKD,"0,011",-,-,-
,,,,"0,011",-,-,-
,12711,HSPINAN@EC2007A,HKD,"0,083","0,083","0,083",3100000
,,,,"0,082","0,082","0,081",254000
,12721,HSCLIFE@EC1908A,HKD,"0,083","0,078","0,082",24680000
,,,,"0,077","0,077","0,074",1923380
,12722,HSLENOV@EC1904A,HKD,"0,395","0,375","0,41",7696000
,,,,"0,37","0,37","0,36",2913490
,12724,HSPETCH@EC1906A,HKD,"0,169","0,155","0,159",5664000
,,,,"0,154","0,153","0,148",871222
,12726,HSTENCT@EC1902F,HKD,"0,118","0,12","0,119",192690000
,,,,"0,118","0,118","0,10",20538380
,12729,MB-CSPC@EC1903A,HKD,"0,022","0,024","0,024",2800000
,,,,"0,023","0,023","0,022",64560
,12730,HTCRAIL@EC1905A,HKD,"0,34","0,39",-,-
,,,,"0,38","0,38",-,-
,12732,HTMEITU@EC1901A,HKD,"0,041",-,-,-
,,,,"0,041",-,-,-
,12733,MB-FIH @EC1903A,HKD,"0,02",-,-,-
,,,,"0,02",-,-,-
,12735,HT-HSBK@EC1904A,HKD,"0,098","0,114","0,109",13328000
,,,,"0,111","0,112","0,093",1367669
,12736,HT-AIA @EP1904B,HKD,"0,247","0,26","0,265",22664000
,,,,"0,255","0,25","0,255",5892190
,12740,HTTENCT@EC1902K,HKD,"0,107","0,107","0,103",17170000
,,,,"0,103","0,103","0,092",1663210
,12741,JPEVERG@EC1904A,HKD,"0,26","0,236","0,242",4166000
,,,,"0,231","0,231","0,221",956132
,12742,JPCSA50@EC1902A,HKD,"0,099","0,105",-,-
,,,,"0,10","0,10",-,-
,12743,JPLENOV@EC1903B,HKD,"0,285","0,285","0,275",30000
,,,,"0,275","0,275","0,27",8150
,12747,JP-AIA @EP1902C,HKD,"0,285","0,275","0,285",610000
,,,,"0,275","0,265","0,275",173250
,12748,JP-ICBC@EC1903A,HKD,"0,19","0,197","0,196",15996000
,,,,"0,195","0,195","0,181",3012310
,12755,HT-CSDC@EC1902A,HKD,"0,014",-,-,-
,,,,"0,014",-,-,-
,12769,JP-CCB @EC1901D,HKD,"0,109","0,105","0,106",50000
,,,,"0,105","0,101","0,105",5275
,12770,CS-AIA @EC1902C,HKD,"0,096","0,099",-,-
,,,,"0,098","0,097",-,-
,12771,CS-AIA @EC1903B,HKD,"0,09","0,094","0,095",100000
,,,,"0,095","0,092","0,095",9500
,12772,VTCSHEN@EC1812B,HKD,"0,017",-,-,-
,,,,"0,017",-,-,-
,12774,CS-GEG @EC1902A,HKD,"0,245","0,246","0,26",7530000
,,,,"0,24","0,24","0,22",1782930
,12780,MB-HTSC@EC1904A,HKD,"0,084","0,091","0,092",6984000
,,,,"0,091","0,089","0,083",612160
,12781,CS-CGDN@EC1904A,HKD,"0,133","0,127","0,131",2440000
,,,,"0,127","0,125","0,12",305690
,12782,MBSKYWH@EC1904A,HKD,"0,02","0,02","0,021",2000
,,,,"0,02","0,017","0,021",42
,12783,BPPETCH@EC1901A,HKD,"0,011",-,-,-
,,,,"0,011",-,-,-
,12784,BPCP&CC@EC1901A,HKD,"0,016","0,019",-,-
,,,,"0,016","0,01",-,-
<,/font>,</pre><pre><font,siz,e='1'> 12,786 CSEVE,RG@EC1903,"B  HKD    0,40     0"
,,,,"0,345","0,345","0,33",786700
,12787,BP-AGBK@EC1908A,HKD,"0,057","0,058",-,-
,,,,"0,057","0,055",-,-
,12789,BPTRAHK@EC1812A,HKD,"0,019",-,-,-
,,,,"0,019",-,-,-
,12790,CS-SUNY@EC1906A,HKD,"0,101","0,094","0,107",1880000
,,,,"0,094","0,092","0,09",185520
,12796,CS-SUNY@EP1912A,HKD,"0,213","0,213","0,212",1370000
,,,,"0,211","0,211","0,207",287430
,12797,CS-AAC @EC1903B,HKD,"0,015","0,015",-,-
,,,,"0,015","0,013",-,-
,12802,CS-CRBH@EC1904A,HKD,"0,14","0,146","0,153",2540000
,,,,"0,144","0,144","0,134",359804
,12803,CS-HKEX@EC1812A,HKD,"0,018",-,-,-
,,,,"0,018",-,-,-
,12807,CS-CUNI@EC1812A,HKD,"0,014",-,-,-
,,,,"0,014",-,-,-
,12809,CSSUNAC@EC1904A,HKD,"0,30","0,275","0,285",230000
,,,,"0,275","0,265","0,26",63600
,12810,GSTENCT@EC1812B,HKD,"0,01",-,-,-
,,,,"0,01",-,-,-
,12811,GSXIAMI@EC1902B,HKD,"0,043","0,039","0,046",32278000
,,,,"0,038","0,038","0,035",1285116
,12812,GS-GEG @EP1903B,HKD,"0,079","0,08","0,087",2040000
,,,,"0,08","0,075","0,071",156750
,12814,GSCNOOC@EC1901A,HKD,"0,013",-,-,-
,,,,"0,013",-,-,-
,12817,JP-AAC @EC1902A,HKD,"0,013",-,-,-
,,,,"0,013",-,-,-
,12820,GSCP&CC@EC1901B,HKD,"0,011",-,-,-
,,,,"0,011",-,-,-
,12822,GSPETCH@EC1902A,HKD,"0,034","0,03","0,031",1412000
,,,,"0,029","0,029","0,028",42034
,12826,JPTENCT@EC1812B,HKD,"0,017",-,-,-
,,,,"0,017",-,-,-
,12827,HTCNOOC@EC1901A,HKD,"0,02",-,-,-
,,,,"0,02",-,-,-
,12831,JP-AAC @EP1903A,HKD,"0,49","0,50",-,-
,,,,"0,49","0,48",-,-
,12832,HTCNOOC@EC1904A,HKD,"0,111","0,123",-,-
,,,,"0,12","0,12",-,-
,12833,HTPINAN@EP1901F,HKD,"0,189","0,186",-,-
,,,,"0,185","0,181",-,-
,12836,HTPINAN@EP1904F,HKD,"0,295","0,305","0,31",145000
,,,,"0,305","0,30","0,295",44075
,12837,HTPINAN@EP1904G,HKD,"0,077","0,083","0,087",220160000
,,,,"0,083","0,082","0,077",16982685
,12839,HTPINAN@EP1901G,HKD,"0,044","0,044","0,048",390000
,,,,"0,043","0,042","0,043",17230
,12840,HTPINAN@EP1901H,HKD,"0,035","0,033","0,037",1695000
,,,,"0,031","0,031","0,031",59065
,12841,HTCSA50@EC1906B,HKD,"0,013",-,-,-
,,,,"0,013",-,-,-
,12844,VT-HKEX@EP1812D,HKD,"0,043","0,023","0,036",3220000
,,,,"0,022","0,021","0,022",107920
,12846,HTPINAN@EC1904H,HKD,"0,184","0,189","0,195",224430000
,,,,"0,189","0,187","0,177",42573115
,12853,BITENCT@EC1902G,HKD,"0,164","0,166","0,167",3685750000
,,,,"0,166","0,163","0,139",543234760
,12854,BITENCT@EC1903C,HKD,"0,139","0,152",-,-
,,,,"0,146","0,146",-,-
,12856,BI-HSBC@EC1903B,HKD,"0,072","0,073",-,-
,,,,"0,072","0,069",-,-
,12860,BI-AIA @EC1903A,HKD,"0,103","0,109","0,106",172000
,,,,"0,105","0,104","0,104",18060
,12861,BIPETCH@EC1902A,HKD,"0,056","0,057",-,-
,,,,"0,056","0,05",-,-
,12862,JP-HTSC@EC1812A,HKD,"0,01",-,-,-
,,,,"0,01",-,-,-
,12863,BICP&CC@EC1903A,HKD,"0,081","0,079",-,-
,,,,"0,079","0,07",-,-
,12864,BI-BYD @EC1902B,HKD,"0,335","0,355","0,355",445000
,,,,"0,355","0,335","0,315",143650
,12867,BI-CGDN@EC1904A,HKD,"0,136","0,13","0,136",640000
,,,,"0,126","0,126","0,124",82560
,12868,BI-CRL @EC1903A,HKD,"0,345","0,34",-,-
,,,,"0,34","0,315",-,-
,12870,BI-CGS @EC1906A,HKD,"0,69","0,73",-,-
,,,,"0,69","0,69",-,-
,12873,SG-AAC @EC1812B,HKD,"0,012",-,-,-
,,,,"0,012",-,-,-
,12875,BIHLAND@EC1906A,HKD,"0,109","0,108",-,-
,,,,"0,108","0,104",-,-
,12876,HTLENOV@EC1903B,HKD,"0,27","0,265","0,29",2382000
,,,,"0,26","0,255","0,243",595890
,12877,SGKINGD@EC1907A,HKD,"0,205","0,211","0,227",1100000
,,,,"0,211","0,208","0,215",245720
,12878,SG-KECL@EC1812A,HKD,"2,59","3,02",-,-
,,,,"2,97","2,95",-,-
,12879,SGMEITU@EC1812A,HKD,"0,01","0,022",-,-
,,,,"0,01",-,-,-
,12880,HTLENOV@EC1903C,HKD,"0,173","0,158","0,183",20300000
,,,,"0,158","0,155","0,146",3243640
,12882,HT-HKEX@EC1903C,HKD,"0,20","0,233","0,226",9230000
,,,,"0,231","0,231","0,20",1958910
,12884,HTCSA50@EC1901A,HKD,"0,065","0,067",-,-
,,,,"0,065","0,063",-,-
,12886,HTCSA50@EC1904A,HKD,"0,169","0,173","0,168",1000000
,,,,"0,17","0,17","0,168",168000
,12887,SG-HKEX@EC1906B,HKD,"0,036","0,044","0,04",4310000
,,,,"0,042","0,042","0,036",163370
,12888,MBTENCT@EC1905A,HKD,"3,37","3,53","3,44",978000
,,,,"3,49","3,49","3,13",3185270
,12889,MBTENCT@EC1905B,HKD,"1,60","1,69","1,48",9000
,,,,"1,65","1,65","1,48",13320
,12890,MBTENCT@EC1905C,HKD,"0,81","0,87","0,80",90000
,,,,"0,86","0,86","0,76",69600
,12892,MBTENCT@EC1905D,HKD,"0,31","0,33","0,295",314000
,,,,"0,325","0,325","0,28",91025
,12894,MBPINAN@EC1905A,HKD,"0,395","0,40","0,41",10140000
,,,,"0,39","0,39","0,385",4058300
,12897,MBPINAN@EC1905B,HKD,"0,201","0,202","0,198",1160000
,,,,"0,198","0,196","0,195",227660
,12898,MBPINAN@EP1905C,HKD,"0,255","0,255","0,265",6655000
,,,,"0,25","0,249","0,248",1689620
,12899,UBPINAN@EP1903E,HKD,"0,212","0,211",-,-
,,,,"0,211","0,208",-,-
,12900,UBPINAN@EC1902D,HKD,"0,325","0,325","0,32",100000
,,,,"0,315","0,31","0,315",31600
,12901,HTPINAN@EP1812A,HKD,"0,01",-,-,-
,,,,"0,01",-,-,-
,12905,HTCLIFE@EC1903A,HKD,"0,015",-,-,-
,,,,"0,015",-,-,-
,12910,HT-GAC @EP1901A,HKD,"0,155","0,158","0,168",420000
,,,,"0,156","0,156","0,156",67920
,12912,HTCLIFE@EC1907A,HKD,"0,019",-,-,-
,,,,"0,019","0,011",-,-
,12913,HTCLIFE@EC1907B,HKD,"0,025",-,-,-
,,,,"0,025","0,01",-,-
,12916,UB-AIA @EP1904A,HKD,"0,255","0,244",-,20000
,,,,"0,242","0,235",-,4920
,12918,UB-AIA @EC1902B,HKD,"0,166","0,173","0,153",800000
,,,,"0,168","0,167","0,15",121200
,12920,UB-HSBC@EP1901C,HKD,"0,077","0,076","0,077",11660000
,,,,"0,075","0,075","0,073",881112
,12926,UB-HSBC@EC1903D,HKD,"0,145","0,141","0,147",400000
,,,,"0,141","0,137","0,142",57800
,12928,UBCSA50@EC1911A,HKD,"0,112","0,118",-,-
,,,,"0,114","0,114",-,-
,12931,HT-SUNY@EP1907B,HKD,"0,25","0,27",-,-
,,,,"0,25","0,25",-,-
,12932,HT-SUNY@EC1904B,HKD,"0,094","0,089","0,097",127690000
,,,,"0,089","0,087","0,089",11621100
,12934,BIHLAND@EC1812A,HKD,"0,02",-,-,-
,,,,"0,02",-,-,-
,12935,HT-SUNY@EC1904C,HKD,"0,69","0,62","0,73",282000
,,,,"0,62","0,61","0,62",192150
,12938,HTSTANC@EC1906B,HKD,"0,227","0,226","0,236",2740000
,,,,"0,224","0,224","0,223",628500
,12944,HTCP&CC@EC1903A,HKD,"0,173","0,149","0,163",50764000
,,,,"0,147","0,146","0,126",7578504
,12946,CS-IGG @EC1902A,HKD,"0,095","0,094","0,094",2110000
,,,,"0,093","0,092","0,088",193470
,12952,CS-SGC @EC1904A,HKD,"0,51","0,495","0,495",316000
,,,,"0,49","0,485","0,48",154840
,12953,CS-CRL @EC1903A,HKD,"0,325","0,34","0,345",676000
,,,,"0,335","0,33","0,305",216440
,12954,CSZHJIN@EC1904A,HKD,"1,14","1,28","1,31",322000
,,,,"1,28","1,26","1,19",404945
,12960,CSANTAS@EC1904A,HKD,"0,415","0,475","0,465",600000
,,,,"0,465","0,465","0,395",243465
,12961,CSSHPHA@EC1904A,HKD,"0,172","0,183","0,182",1342000
,,,,"0,182","0,181","0,175",240107
,12962,CSHAIER@EC1904A,HKD,"0,151","0,154","0,169",2050000
,,,,"0,15","0,15","0,146",317860
,12965,GS-HKEX@EC1903F,HKD,"0,167","0,197","0,194",86740000
,,,,"0,193","0,193","0,164",15302580
,12966,GS-BOCL@EC1903B,HKD,"0,255","0,231","0,247",15628000
,,,,"0,23","0,223","0,216",3613493
,12968,GS-CGDN@EC1904A,HKD,"0,121","0,113","0,118",32320000
,,,,"0,107","0,104","0,106",3610770
,12969,GS-GEG @EC1903C,HKD,"0,62","0,65","0,61",200000
,,,,"0,63","0,63","0,61",122000
,12974,HTAGILE@EC1912A,HKD,"0,365","0,35",-,-
,,,,"0,35","0,345",-,-
,12975,GS-HKEX@EC1812D,HKD,"0,01","0,01",-,-
,,,,"0,01",-,-,-
,12982,GSPICCG@EC1901B,HKD,"0,063","0,061","0,059",1814000
,,,,"0,059","0,059","0,056",105348
,12984,JP-CGHL@EC1904A,HKD,"0,61","0,66",-,-
,,,,"0,64","0,64",-,-
,12985,HT-AAC @EP1903A,HKD,"0,50","0,52",-,-
,,,,"0,50","0,475",-,-
,12987,JP-PSBC@EC1901B,HKD,"0,186","0,129","0,188",3452000
,,,,"0,129","0,126","0,128",548372
,12989,JPTENCT@EC1903G,HKD,"0,149","0,156","0,16",22150000
,,,,"0,154","0,154","0,132",3110190
,12992,MB-CRCH@EC1904A,HKD,"0,66","0,51","0,56",108000
,,,,"0,51","0,495","0,54",58680
,12993,JPHSCEI@EC1907B,HKD,"0,148","0,146","0,148",360000
,,,,"0,145","0,145","0,14",52110
,12995,MBBYDEI@EC1903A,HKD,"0,117","0,12",-,-
,,,,"0,117","0,11",-,-
,12996,JP-SMIC@EC2003A,HKD,"0,136","0,146","0,145",1430000
,,,,"0,145","0,145","0,138",203230
,12997,JP-L&F @EC1903B,HKD,"0,116","0,107",-,-
,,,,"0,107","0,104",-,-
,12999,MBTENCT@EC1904A,HKD,"0,49","0,51","0,455",610000
,,,,"0,48","0,48","0,455",277550
,13002,SG-CGHL@EC1905A,HKD,"0,83","0,87","0,85",124000
,,,,"0,86","0,86","0,84",105380
,13003,SGCP&CC@EC1904B,HKD,"0,108","0,10","0,096",684000
,,,,"0,097","0,097","0,094",64946
,13004,SGCNOOC@EC1905A,HKD,"0,335","0,355","0,34",106000
,,,,"0,35","0,35","0,325",35230
