CODE,NAME OF STOCK,SALES RECORD
,,"92,000-6.81 242,000-6.80 185,000-6.80 76,000-6.80"
,,"190,000-6.80 131,000-6.80 200,000-6.80 154,000-6.80"
,,"144,000-6.80 408,000-6.80 90,000-6.80 162,000-6.79"
,,"115,000-6.79 M455,000-6.80 500,000-6.79 2,000,000-6.79"
,,"378,000-6.79 142,000-6.79 200,000-6.79 148,000-6.79"
,,"433,000-6.79 157,000-6.79 300,000-6.79 103,000-6.79"
,,"142,000-6.78 74,000-6.78 136,000-6.78 260,000-6.78"
,,"79,000-6.78 98,000-6.78 86,000-6.78 134,000-6.78"
,,"261,000-6.78 160,000-6.78 100,000-6.77 156,000-6.77"
,,"155,000-6.77 386,000-6.77 300,000-6.77 241,000-6.77"
,,"78,000-6.77 X137,000-6.77 X137,000-6.77 X137,000-6.77"
,,"500,000-6.77 85,000-6.77 250,000-6.76 77,000-6.76"
,,"93,000-6.77 X109,000-6.77 X110,000-6.77 201,000-6.77"
,,"180,000-6.77 109,000-6.77 265,000-6.77 111,000-6.77"
,,"331,000-6.77 169,000-6.77 100,000-6.77 117,000-6.77"
,,"128,000-6.77 158,000-6.77 126,000-6.77 300,000-6.77"
,,"82,000-6.77 147,000-6.77 126,000-6.77 100,000-6.77"
,,"147,000-6.77 135,000-6.77 300,000-6.77 141,000-6.77"
,,"500,000-6.77 145,000-6.77 120,000-6.77 149,000-6.77"
,,"181,000-6.77 381,000-6.77 438,000-6.77 141,000-6.77"
,,"127,000-6.77 156,000-6.77 146,000-6.77 130,000-6.77"
,,"136,000-6.77 759,000-6.77 241,000-6.77 253,000-6.77"
,,"121,000-6.77 542,000-6.77 80,000-6.77 1,000,000-6.77"
,,"1,000,000-6.77 89,000-6.77 81,000-6.78 187,000-6.78"
,,"167,000-6.78 200,000-6.78 85,000-6.78 276,000-6.78"
,,"128,000-6.78 298,000-6.77 673,000-6.77 649,000-6.77"
,,"171,000-6.77 156,000-6.77 156,000-6.77 157,000-6.77"
,,"156,000-6.77 156,000-6.77 959,000-6.77 113,000-6.77"
,,"359,000-6.77 175,000-6.77 164,000-6.77 156,000-6.77"
,,"156,000-6.77 113,000-6.77 100,000-6.76 82,000-6.77"
,,"236,000-6.77 214,000-6.77 105,000-6.77 269,000-6.77"
,,"300,000-6.77 272,000-6.77 2,000,000-6.77 629,000-6.77"
,,"111,000-6.77 2,122,000-6.77 356,000-6.77 394,000-6.77"
,,"750,000-6.77 1,750,000-6.77 385,000-6.77 215,000-6.77"
,,"75,000-6.77 414,000-6.77 586,000-6.77 195,000-6.77"
,,"603,000-6.77 141,000-6.77 141,000-6.77 87,000-6.77"
,,"96,000-6.77 268,000-6.77 141,000-6.78 147,000-6.78"
,,"222,000-6.78 147,000-6.78 591,000-6.78 140,000-6.78"
,,"100,000-6.78 100,000-6.78 200,000-6.78 300,000-6.78"
,,"112,000-6.78 239,000-6.78 128,000-6.78 196,000-6.78"
,,"141,000-6.78 151,000-6.78 200,000-6.78 1,093,000-6.78"
,,"321,000-6.78 1,679,000-6.78 664,000-6.78 141,000-6.78"
,,"211,000-6.78 664,000-6.78 141,000-6.78 940,000-6.78"
,,"114,000-6.78 587,000-6.78 285,000-6.79 215,000-6.79"
,,"100,000-6.79 100,000-6.79 171,000-6.79 329,000-6.79"
,,"Y157,000-6.79 Y74,000-6.79 196,000-6.79 182,000-6.79"
,,"105,000-6.79 100,000-6.78 97,000-6.79 100,000-6.79"
,,"185,000-6.79 87,000-6.78 87,000-6.78 77,000-6.79"
,,"74,000-6.79 179,000-6.79 281,000-6.79 108,000-6.79"
,,"175,000-6.79 118,000-6.79 139,000-6.79 77,000-6.79"
,,"93,000-6.79 614,000-6.79 591,000-6.79 500,000-6.79"
,,"1,222,000-6.79 475,000-6.79 212,000-6.79 107,000-6.79"
,,"135,000-6.79 865,000-6.79 136,000-6.79 100,000-6.79"
,,"74,000-6.80 149,000-6.79 114,000-6.80 437,000-6.79"
,,"148,000-6.79 125,000-6.79 156,000-6.79 157,000-6.79"
,,"156,000-6.79 156,000-6.79 156,000-6.79 172,000-6.79"
,,"654,000-6.79 248,000-6.79 192,000-6.79 405,000-6.79"
,,"107,000-6.79 108,000-6.79 110,000-6.79 300,000-6.78"
,,"76,000-6.79 100,000-6.79 112,000-6.79 113,000-6.79"
,,"147,000-6.79 114,000-6.79 115,000-6.79 115,000-6.79"
,,"146,000-6.79 115,000-6.79 115,000-6.79 115,000-6.79"
,,"Y209,000-6.79 115,000-6.79 79,000-6.78 199,000-6.79"
,,"115,000-6.79 142,000-6.78 127,000-6.79 115,000-6.79"
,,"585,000-6.79 160,000-6.79 115,000-6.79 115,000-6.79"
,,"156,000-6.79 159,000-6.78 238,000-6.78 102,000-6.78"
,,"115,000-6.79 99,000-6.78 115,000-6.79 93,000-6.79"
,,"115,000-6.79 219,000-6.79 86,000-6.78 115,000-6.79"
,,"221,000-6.78 130,000-6.78 217,000-6.79 575,000-6.79"
,,"293,000-6.79 355,000-6.79 94,000-6.79 134,000-6.79"
,,"130,000-6.79 140,000-6.79 89,000-6.79 82,000-6.78"
,,"80,000-6.78 74,000-6.79 281,000-6.78 191,000-6.79"
,,"392,000-6.79 253,000-6.79 96,000-6.79 215,000-6.79"
,,"82,000-6.79 96,000-6.79 94,000-6.79 500,000-6.79"
,,"75,000-6.78 400,000-6.79 96,000-6.79 89,000-6.79"
,,"126,000-6.79 122,000-6.78 237,000-6.79 115,000-6.79"
,,"96,000-6.79 115,000-6.79 124,000-6.79 200,000-6.78"
,,"96,000-6.79 130,000-6.79 115,000-6.79 214,000-6.78"
,,"97,000-6.79 96,000-6.79 115,000-6.79 152,000-6.78"
,,"80,000-6.79 144,000-6.79 251,000-6.79 96,000-6.79"
,,"115,000-6.79 96,000-6.79 115,000-6.79 245,000-6.79"
,,"96,000-6.79 105,000-6.79 100,000-6.79 200,000-6.79"
,,"140,000-6.78 111,000-6.79 140,000-6.79 96,000-6.79"
,,"81,000-6.79 120,000-6.79 121,000-6.79 115,000-6.79"
,,"112,000-6.79 96,000-6.79 113,000-6.79 96,000-6.79"
,,"143,000-6.79 85,000-6.79 82,000-6.79 150,000-6.78"
,,"96,000-6.79 83,000-6.79 80,000-6.79 74,000-6.79"
,,"96,000-6.79 301,000-6.79 216,000-6.79 115,000-6.79"
,,"96,000-6.79 92,000-6.79 835,000-6.79 165,000-6.79"
,,"113,000-6.79 242,000-6.79 1,621,000-6.79 379,000-6.79"
,,"147,000-6.79 166,000-6.79 84,000-6.79 110,000-6.79"
,,"135,000-6.79 75,000-6.79 307,000-6.79 500,000-6.79"
,,"188,000-6.79 320,000-6.79 256,000-6.79 237,000-6.79"
,,"108,000-6.79 90,000-6.79 87,000-6.80 99,000-6.80"
,,"191,000-6.80 84,000-6.80 80,000-6.80 250,000-6.80"
,,"86,000-6.79 795,000-6.79 367,000-6.79 921,000-6.79"
,,"74,000-6.79 Y156,000-6.79 Y157,000-6.79 Y157,000-6.79"
,,"146,000-6.79 200,000-6.79 205,000-6.79 301,000-6.79"
,,"397,000-6.79 779,000-6.79 363,000-6.79 200,000-6.79"
,,"203,000-6.79 74,000-6.79 180,000-6.79 229,000-6.79"
,,"150,000-6.79 301,000-6.79 150,000-6.79 100,000-6.79"
,,"1,321,000-6.79 404,000-6.79 596,000-6.79 704,000-6.79"
,,"721,000-6.79 161,000-6.79 Y168,000-6.79 171,000-6.79"
,,"450,000-6.79 795,000-6.79 200,000-6.79 150,000-6.79"
,,"100,000-6.79 171,000-6.79 277,000-6.79 89,000-6.78"
,,"90,000-6.78 242,000-6.79 150,000-6.79 200,000-6.78"
,,"110,000-6.79 189,000-6.79 ]< C78,400-6.788 139,000-6.80"
,,"172,000-6.80 184,000-6.80 2,644,000-6.80 132,000-6.80"
,,"115,000-6.80 556,000-6.80 115,000-6.80 334,000-6.80"
,,"909,000-6.80 131,000-6.80 U101,000-6.80 700,000-6.80"
,,"107,000-6.80 244,000-6.80 100,000-6.80 383,000-6.80"
,,"588,000-6.80 337,000-6.80 299,000-6.80 1,456,000-6.80"
,,"238,000-6.80 317,000-6.80 300,000-6.80 200,000-6.80"
,,"117,000-6.80 427,000-6.80 100,000-6.80 1,006,000-6.80"
,,"619,000-6.80 316,000-6.80 527,000-6.80 2,322,000-6.80"
,,"403,000-6.80 150,000-6.80 416,000-6.80 149,000-6.80"
,,"500,000-6.80 1,704,000-6.80 117,000-6.80 342,000-6.80"
,,"285,000-6.80 203,000-6.80 74,000-6.80 1,947,000-6.80"
,,"175,000-6.80 877,000-6.80 1,480,000-6.80 323,000-6.80"
,,"431,000-6.80 1,019,000-6.80 125,000-6.80 74,000-6.80"
,,"215,000-6.80 144,000-6.80 189,000-6.80 249,000-6.80"
,,"136,000-6.80 303,000-6.80 250,000-6.80 1,124,000-6.80"
,,"365,000-6.80 232,000-6.80 353,000-6.80 277,000-6.80"
,,"391,000-6.80 398,000-6.80 306,000-6.80 738,000-6.80"
,,"171,000-6.80 392,000-6.80 473,000-6.80 623,000-6.80"
,,"1,480,000-6.80 U500,000-6.80 823,000-6.80 586,000-6.80"
,,"1,416,000-6.80 102,000-6.80 185,000-6.80 142,000-6.80"
,,"255,000-6.80 244,000-6.80 174,000-6.80 141,000-6.80"
,,"206,000-6.80 244,000-6.80 206,000-6.80 244,000-6.80"
,,"959,000-6.80 195,000-6.80 89,000-6.80 107,000-6.80"
,,"244,000-6.80 315,000-6.80 100,000-6.80 75,000-6.80"
,,"390,000-6.80 500,000-6.80 400,000-6.80 239,000-6.80"
,,"400,000-6.80 100,000-6.80 104,000-6.80 119,000-6.80"
,,"243,000-6.80 200,000-6.80 200,000-6.80 108,000-6.80"
,,"244,000-6.80 1,886,000-6.80 114,000-6.80 802,000-6.80"
,,"500,000-6.80 >"
941,CHINA MOBILE,"< P70,805-78.85 P36,850-76.09 P331,650-76.091"
,,"7,500-74.50 29,000-74.50 12,500-74.50 7,500-74.50"
,,"9,500-74.50 16,000-74.50 26,500-74.50 9,000-74.50"
,,"16,000-74.50 8,000-74.50 U9,500-74.50 7,500-74.50"
,,"7,500-74.50 9,500-74.50 22,500-74.50 29,500-74.50"
,,"8,500-74.50 >[ 8,000-74.70 13,000-74.75 9,000-74.70"
,,"13,500-74.55 7,500-74.60 9,000-74.60 8,000-74.70"
,,"10,000-74.60 10,000-74.50 9,500-74.55 9,000-74.55"
,,"7,500-74.55 33,500-74.75 50,000-74.75 17,000-75.00"
,,"7,500-74.95 10,000-75.00 48,000-74.95 8,500-74.95"
,,"8,000-74.95 8,500-74.95 10,000-75.00 10,000-75.00"
,,"8,500-75.00 8,500-75.00 7,500-75.00 9,000-75.00"
,,"15,000-75.00 12,000-75.00 11,500-75.00 17,000-75.00"
,,"14,500-75.00 15,000-75.00 48,000-75.00 49,000-75.00"
,,"10,000-74.95 8,000-74.95 7,000-75.00 X250,000-75.00"
,,"8,000-74.95 10,000-74.90 7,000-74.90 7,000-74.95"
,,"8,000-75.00 8,500-75.00 7,500-75.00 7,500-75.00"
,,"7,500-75.00 16,500-74.95 7,500-74.95 11,500-75.00"
,,"10,500-75.00 8,500-75.00 10,000-75.00 13,500-75.00"
,,"16,500-75.00 13,500-75.00 10,000-75.00 13,000-75.00"
,,"8,000-75.00 9,000-74.95 12,500-75.00 7,000-75.05"
,,"7,000-75.00 9,000-74.95 10,000-74.95 12,500-74.95"
,,"14,000-74.90 10,000-74.90 37,500-74.90 8,000-74.85"
,,"10,000-74.85 17,000-74.80 8,500-74.80 11,000-74.80"
,,"50,000-74.80 16,000-74.80 9,500-74.80 19,500-74.75"
,,"8,000-74.75 12,500-74.80 31,500-74.80 12,500-74.80"
,,"10,000-74.95 7,000-74.95 8,000-74.95 8,000-74.95"
,,"7,500-74.95 9,500-74.95 8,000-74.95 10,000-74.95"
,,"8,000-75.00 18,000-75.00 9,500-75.00 10,000-75.00"
,,"8,000-75.00 25,000-75.00 9,500-75.00 12,000-75.00"
,,"8,000-75.00 9,500-75.00 9,000-75.00 8,000-75.00"
,,"7,500-75.00 7,000-75.00 7,500-75.00 10,000-74.95"
,,"12,000-74.95 8,500-74.80 10,000-74.80 8,000-74.80"
,,"7,500-74.80 7,500-74.90 11,500-74.95 18,000-74.95"
,,"20,000-74.90 7,000-74.90 20,000-74.90 7,500-74.90"
,,"10,000-74.90 8,500-74.90 7,000-74.90 7,500-74.90"
,,"8,000-74.95 21,000-74.95 7,500-74.95 18,500-74.95"
,,"9,500-74.95 X8,500-74.925 7,000-74.95 10,000-74.95"
,,"10,000-75.00 7,500-75.00 10,000-74.95 8,000-74.95"
,,"16,500-74.95 11,000-74.95 12,500-74.95 10,000-74.95"
,,"7,000-74.95 11,000-74.95 10,000-74.90 16,500-74.90"
,,"12,000-74.90 9,000-74.85 12,500-74.85 7,000-74.85 ]/-//"
,,"[ 19,000-74.85 9,500-74.85 17,000-74.85 9,000-74.85"
,,"14,500-74.85 21,500-74.75 10,000-74.70 11,500-74.60"
,,"8,000-74.55 13,500-74.60 11,000-74.60 7,000-74.60"
,,"8,500-74.60 13,000-74.60 12,500-74.60 23,000-74.60"
,,"13,000-74.65 10,000-74.65 12,000-74.65 23,500-74.65"
,,"7,500-74.70 8,000-74.70 19,000-74.65 20,000-74.55"
,,"8,000-74.55 8,500-74.55 13,500-74.55 13,500-74.55"
,,"24,000-74.55 11,500-74.55 37,500-74.55 19,000-74.55"
,,"7,000-74.60 7,500-74.65 7,000-74.65 7,000-74.65"
,,"18,500-74.65 12,000-74.60 7,500-74.55 8,500-74.55"
,,"8,000-74.50 10,500-74.55 24,500-74.55 12,000-74.55"
,,"12,000-74.55 12,500-74.55 14,500-74.55 10,000-74.60"
,,"9,000-74.55 20,000-74.55 8,000-74.55 8,000-74.55"
,,"8,000-74.50 X11,000-74.525 15,000-74.55 14,000-74.55"
,,"9,000-74.55 7,500-74.55 9,500-74.55 8,500-74.55"
,,"17,500-74.55 16,500-74.55 14,500-74.55 11,500-74.55"
,,"8,000-74.60 8,500-74.60 7,000-74.60 7,000-74.60"
,,"10,000-74.60 8,500-74.60 8,500-74.60 10,000-74.60"
,,"28,500-74.60 10,000-74.60 8,500-74.60 10,000-74.55"
,,"10,000-74.60 10,000-74.60 12,000-74.60 42,000-74.60"
,,"13,000-74.55 7,000-74.55 9,000-74.55 20,000-74.55"
,,"11,500-74.55 7,500-74.55 9,000-74.55 8,000-74.55"
,,"11,000-74.60 9,000-74.60 7,500-74.55 7,500-74.60"
,,"10,000-74.60 7,500-74.60 11,000-74.60 7,500-74.60"
,,"13,500-74.60 9,500-74.60 10,000-74.60 8,500-74.60"
,,"15,500-74.60 8,000-74.60 12,000-74.60 8,000-74.65"
,,"15,500-74.65 7,000-74.65 7,000-74.65 8,500-74.65"
,,"15,500-74.65 7,000-74.65 7,500-74.65 9,000-74.65"
,,"9,000-74.65 16,000-74.70 24,000-74.70 7,500-74.70"
,,"20,000-74.70 7,500-74.70 11,000-74.70 26,000-74.70"
,,"44,000-74.75 14,500-74.75 9,000-74.70 9,500-74.70"
,,"19,000-74.65 17,000-74.65 8,500-74.65 10,500-74.70"
,,"12,000-74.70 11,000-74.70 11,000-74.70 8,000-74.70"
,,"9,000-74.70 8,000-74.70 9,000-74.75 17,500-74.75"
,,"9,500-74.75 9,500-74.75 9,000-74.70 12,500-74.75"
,,"16,500-74.75 31,000-74.85 8,000-74.85 11,000-74.85"
,,"7,000-74.85 8,000-74.85 Y8,500-74.90 17,500-74.85"
,,"8,000-74.95 Y10,000-74.95 14,500-74.90 8,500-74.95"
,,"10,000-74.95 8,000-74.95 8,000-74.95 15,000-74.95"
,,"7,000-75.00 11,000-75.00 13,500-75.00 7,500-75.00"
,,"11,000-75.00 15,500-75.00 9,000-75.00 8,500-75.00"
,,"12,000-75.00 8,000-75.00 7,000-75.05 8,000-75.05"
,,"13,500-75.20 8,500-75.15 7,000-75.10 7,000-75.10"
,,"8,000-75.10 14,500-75.20 12,500-75.20 8,000-75.20"
,,"7,000-75.20 7,500-75.20 8,000-75.25 12,000-75.25"
,,"12,000-75.25 7,000-75.30 7,000-75.30 8,000-75.25"
,,"8,000-75.25 7,500-75.25 10,000-75.30 9,000-75.45"
,,"20,000-75.45 7,000-75.45 10,000-75.45 17,500-75.45"
,,"14,000-75.40 13,500-75.40 8,500-75.35 7,000-75.40"
,,"7,000-75.45 8,500-75.40 8,000-75.40 10,000-75.35"
,,"10,500-75.40 7,000-75.40 9,500-75.40 12,000-75.45"
,,"20,000-75.50 20,000-75.50 12,500-75.50 9,500-75.50"
,,"12,000-75.50 7,500-75.50 8,500-75.50 23,000-75.55"
,,"19,000-75.55 7,000-75.55 14,500-75.50 8,500-75.50"
,,"19,500-75.45 8,500-75.45 9,500-75.50 13,500-75.50"
,,"8,500-75.55 19,000-75.55 14,000-75.55 14,500-75.50"
,,"12,500-75.50 11,000-75.55 9,000-75.55 10,500-75.65"
,,"7,000-75.65 18,500-75.65 10,000-75.65 9,000-75.65"
,,"8,000-75.65 10,500-75.65 13,000-75.65 12,000-75.65"
,,"10,000-75.65 14,000-75.60 12,000-75.60 13,000-75.60"
,,"16,000-75.60 18,000-75.60 84,000-75.65 7,500-75.55"
,,"28,500-75.65 ]< 36,000-75.75 73,500-75.75 U97,500-75.75"
,,"43,000-75.75 9,000-75.75 40,000-75.75 12,500-75.75"
,,"37,000-75.75 36,000-75.75 10,000-75.75 20,000-75.75"
,,"128,500-75.75 11,000-75.75 11,000-75.75 222,500-75.75"
,,"19,000-75.75 19,000-75.75 37,000-75.75 8,000-75.75"
,,"40,500-75.75 49,500-75.75 9,000-75.75 92,000-75.75"
,,"38,500-75.75 U11,000-75.75 7,500-75.75 U22,500-75.75"
,,"9,500-75.75 32,000-75.75 23,500-75.75 13,500-75.75"
,,"20,000-75.75 14,000-75.75 7,000-75.75 39,000-75.75"
,,"8,500-75.75 17,000-75.75 U14,500-75.75 U35,000-75.75"
,,"U14,000-75.75 U29,500-75.75 U17,000-75.75 34,500-75.75"
,,"24,500-75.75 25,500-75.75 35,000-75.75 10,000-75.75"
,,"28,000-75.75 312,000-75.75 40,000-75.75 166,000-75.75"
,,"51,500-75.75 84,000-75.75 10,500-75.75 33,000-75.75"
,,"73,500-75.75 8,500-75.75 7,000-75.75 18,500-75.75"
,,"28,500-75.75 30,000-75.75 U31,500-75.75 18,500-75.75"
,,"13,500-75.75 93,500-75.75 13,000-75.75 20,000-75.75"
,,"53,500-75.75 12,500-75.75 13,000-75.75 8,000-75.75"
,,"16,500-75.75 36,000-75.75 38,500-75.75 26,500-75.75"
,,"72,500-75.75 52,000-75.75 7,500-75.75 7,000-75.75"
,,"13,500-75.75 42,500-75.75 20,000-75.75 30,000-75.75"
,,"20,000-75.75 41,000-75.75 19,000-75.75 7,000-75.75"
,,"11,000-75.75 83,500-75.75 50,000-75.75 24,500-75.75"
,,"51,500-75.75 51,500-75.75 10,000-75.75 >"
956,CHINA SUNTIEN,"< >[ ]/-//[ 472,000-2.27 ]< >"
958,HN RENEWABLES,"< >[ ]/-//[ ]< 238,000-2.48 >"
960,LONGFOR GROUP,"< >[ ]/-//[ 60,000-22.00 53,500-22.00 32,000-22.10"
,,"37,000-22.10 28,000-22.10 39,000-22.10 41,000-22.10 ]<"
,,"30,500-22.55 77,000-22.55 28,000-22.55 55,500-22.55"
,,"34,000-22.55 28,000-22.55 61,000-22.55 48,500-22.55"
,,"44,000-22.55 34,500-22.55 30,500-22.55 25,000-22.55"
,,"24,000-22.55 48,000-22.55 >"
966,CHINA TAIPING,"< >[ 25,800-26.50 50,000-26.50 20,000-26.50"
,,"20,000-26.50 20,200-26.45 23,400-26.40 19,800-26.40 ]"
,,"/-//[ 24,600-26.30 100,000-26.40 28,200-26.40"
,,"26,000-26.65 49,200-26.70 40,000-26.70 ]< 126,000-26.70"
,,"47,400-26.70 38,400-26.70 30,600-26.70 23,600-26.70"
,,"25,600-26.70 69,800-26.70 28,200-26.70 57,200-26.70"
,,"34,600-26.70 26,800-26.70 22,800-26.70 71,600-26.70"
,,"46,400-26.70 20,800-26.70 20,000-26.70 >"
968,XINYI SOLAR,"< >[ ]/-//[ 298,000-2.94 ]< >"
978,CHI MER LAND,"< >[ 474,000-1.14 ]/-//[ 500,000-1.14 500,000-1.14 ]< >"
981,SMIC,"< >[ 68,500-7.49 239,500-7.51 76,000-7.51 76,000-7.59"
,,"67,500-7.59 143,000-7.60 70,000-7.60 100,000-7.61"
,,"90,000-7.59 101,000-7.58 300,000-7.59 76,500-7.60"
,,"Y126,000-7.53 171,000-7.55 91,000-7.58 ]/-//["
,,"140,000-7.57 78,000-7.59 100,000-7.60 122,500-7.58"
,,"143,000-7.55 87,500-7.58 300,000-7.60 100,000-7.60"
,,"66,000-7.60 112,500-7.59 ]< 179,500-7.62 84,500-7.62"
,,"72,500-7.62 141,500-7.62 170,500-7.62 128,000-7.62"
,,"104,500-7.62 >"
991,DATANG POWER,"< >[ ]/-//[ ]< 644,000-1.93 >"
992,LENOVO GROUP,"< >[ 100,000-5.82 500,000-5.81 500,000-5.81"
,,"116,000-5.81 90,000-5.73 ]/-//[ 88,000-5.74"
,,"164,000-5.71 124,000-5.72 88,000-5.73 144,000-5.71"
,,"88,000-5.71 90,000-5.71 304,000-5.72 100,000-5.73"
,,"102,000-5.75 90,000-5.76 120,000-5.77 146,000-5.76"
,,"106,000-5.75 90,000-5.76 ]< 262,000-5.76 102,000-5.76"
,,"124,000-5.76 150,000-5.76 200,000-5.76 90,000-5.76"
,,"124,000-5.76 98,000-5.76 730,000-5.76 112,000-5.76"
,,"140,000-5.76 114,000-5.76 806,000-5.76 756,000-5.76"
,,"244,000-5.76 244,000-5.76 174,000-5.76 110,000-5.76"
,,"174,000-5.76 104,000-5.76 112,000-5.76 130,000-5.76"
,,"158,000-5.76 210,000-5.76 >"
998,CITIC BANK,"< >[ 130,000-5.03 100,000-5.06 100,000-5.05"
,,"100,000-5.04 309,000-5.04 130,000-5.04 172,000-5.04"
,,"184,000-5.04 244,000-5.04 400,000-5.03 400,000-5.02"
,,"228,000-5.02 228,000-5.02 243,000-5.02 121,000-5.02"
,,"142,000-5.05 ]/-//[ 127,000-5.01 114,000-5.01"
,,"118,000-5.01 104,000-5.01 113,000-5.01 162,000-5.01"
,,"102,000-5.01 125,000-5.01 182,000-5.01 200,000-5.01"
,,"200,000-5.01 200,000-5.01 147,000-5.01 400,000-5.01"
,,"881,000-5.00 ]< 155,000-5.01 325,000-5.01 209,000-5.01"
,,"325,000-5.01 153,000-5.01 501,000-5.01 200,000-5.01"
,,"151,000-5.01 161,000-5.01 100,000-5.01 >"
1030,FUTURE LAND,"< >[ 128,000-5.13 154,000-5.10 120,000-5.08"
,,"126,000-5.04 100,000-5.04 Y122,000-5.02 100,000-5.01"
,,"166,000-4.97 200,000-4.98 146,000-4.95 ]/-//["
,,"300,000-4.98 122,000-4.95 118,000-4.95 286,000-4.97"
,,"114,000-4.97 200,000-4.98 194,000-4.96 122,000-4.95"
,,"178,000-4.95 120,000-4.95 180,000-4.95 200,000-4.96"
,,"154,000-4.96 160,000-4.96 490,000-4.96 124,000-4.95"
,,"160,000-4.96 168,000-4.96 200,000-4.95 120,000-4.95"
,,"200,000-4.94 198,000-4.94 130,000-4.96 198,000-4.97"
,,"170,000-4.96 188,000-4.96 276,000-4.98 196,000-4.99"
,,"Y210,000-4.99 126,000-5.00 306,000-5.00 124,000-5.00 ]"
,,< >
1038,CKI HOLDINGS,"< >[ 10,000-59.50 ]/-//[ 9,500-59.50 9,000-59.55"
,,"10,000-59.55 19,000-59.35 19,000-59.35 10,500-59.40"
,,"11,500-59.35 19,000-59.30 ]< 17,500-59.60 14,500-59.60"
,,"10,000-59.60 >"
1044,HENGAN INT'L,"< P625,000-65.176 >[ 13,000-65.25 8,500-65.35"
,,"9,000-65.35 9,000-65.30 10,000-65.10 11,500-64.80"
,,"17,000-64.90 9,500-64.85 9,000-65.20 ]/-//["
,,"22,000-63.90 10,500-63.90 10,000-63.85 X900,000-64.981"
,,"11,500-64.05 14,500-64.05 10,000-64.30 22,500-64.30"
,,"8,500-64.30 20,000-64.30 11,500-64.30 8,000-64.30"
,,"10,000-64.30 9,500-64.30 15,000-64.35 16,500-64.55"
,,"8,500-64.55 8,500-64.55 10,000-64.55 14,000-64.75 ]<"
,,"45,000-64.85 40,000-64.85 22,000-64.85 11,000-64.85"
,,"22,000-64.85 71,000-64.85 26,500-64.85 26,000-64.85"
,,"10,500-64.85 10,500-64.85 10,000-64.85 8,000-64.85"
,,"33,000-64.85 35,000-64.85 12,000-64.85 31,000-64.85"
,,"27,000-64.85 11,000-64.85 22,000-64.85 30,000-64.85"
,,"8,000-64.85 10,500-64.85 >"
1055,CHINA SOUTH AIR,"< >[ 104,000-5.45 100,000-5.52 314,000-5.52"
,,"240,000-5.52 ]/-//[ Y100,000-5.54 94,000-5.58"
,,"144,000-5.58 128,000-5.58 166,000-5.58 100,000-5.60"
,,"392,000-5.59 216,000-5.59 100,000-5.67 200,000-5.68"
,,"90,000-5.68 114,000-5.67 100,000-5.69 ]< >"
1060,ALI PICTURES,"< >[ 610,000-1.19 1,070,000-1.21 500,000-1.23"
,,"500,000-1.24 500,000-1.24 760,000-1.24 1,340,000-1.24"
,,"490,000-1.22 ]/-//[ 1,000,000-1.22 500,000-1.22"
,,"1,000,000-1.22 410,000-1.22 1,000,000-1.22 580,000-1.22"
,,"470,000-1.22 1,000,000-1.22 450,000-1.22 1,350,000-1.22"
,,"580,000-1.22 1,000,000-1.22 440,000-1.23 1,000,000-1.24"
,,"500,000-1.24 500,000-1.24 1,000,000-1.25 450,000-1.25"
,,"460,000-1.25 1,590,000-1.26 1,260,000-1.26 410,000-1.26"
,,"400,000-1.26 ]< 510,000-1.26 590,000-1.26 >"
1066,WEIGAO GROUP,"< >[ 72,000-7.60 Y256,000-7.60 Y300,000-7.60"
,,"84,000-7.60 ]/-//[ ]< 112,000-7.55 76,000-7.55 >"
1071,HUADIAN POWER,"< >[ 150,000-3.49 X2,738,000-3.455 X412,000-3.473"
,,"200,000-3.47 X472,000-3.462 ]/-//[ X183,400-3.466"
,,"X156,800-3.467 X235,200-3.466 200,000-3.45 200,000-3.46"
,,"Y190,000-3.46 X262,000-3.452 160,000-3.45"
,,"X260,000-3.458 X524,000-3.45 196,000-3.47 ]<"
,,"200,000-3.48 >"
1086,GOODBABY INTL,"< >[ ]/-//[ X1,500,000-2.96 X190,000-2.945"
,,"X500,000-2.955 X306,000-2.99 ]< >"
1088,CHINA SHENHUA,"< >[ 39,500-17.64 30,500-17.50 34,500-17.54"
,,"35,000-17.68 30,000-17.70 96,000-17.72 31,500-17.68"
,,"48,500-17.72 40,500-17.76 55,500-17.80 46,000-17.72"
,,"57,500-17.86 39,000-17.88 29,000-17.88 47,500-17.92"
,,"53,000-17.92 59,500-17.90 28,000-17.90 Y42,000-17.90"
,,"46,000-17.92 38,500-17.92 49,500-17.80 40,000-17.78"
,,"102,500-17.76 78,000-17.76 40,000-17.74 ]/-//["
,,"29,000-17.76 35,000-17.74 40,000-17.76 54,500-17.70"
,,"47,000-17.70 57,500-17.70 38,500-17.70 60,000-17.78"
,,"54,500-17.78 32,500-17.76 31,000-17.80 29,000-17.78"
,,"51,000-17.76 32,000-17.76 30,500-17.78 50,000-17.80"
,,"31,500-17.84 35,500-17.86 48,000-17.88 52,500-17.88"
,,"75,000-17.92 50,000-17.90 40,000-17.90 37,500-17.90"
,,"47,500-17.92 28,000-17.90 56,500-17.90 36,500-17.90"
,,"36,000-17.92 39,000-17.90 55,500-17.88 31,000-17.88"
,,"36,000-17.90 28,500-17.92 28,500-17.92 33,500-17.94 ]<"
,,"U42,000-17.94 90,500-17.94 86,000-17.94 195,000-17.94"
